,Wine,Vintage,Format,Region,Cost,Qty,Negoce
286,CH. SIRAN,2013,150cl,Bordeaux,29.0,0,Dubos
287,LES ALLEES DE CANTEMERLE,2013,150cl,Bordeaux,18.75,0,Dubos
288,LE HAUT-MEDOC DE GISCOURS,2013,150cl,Bordeaux,22.0,0,Dubos
289,CH. LA LAGUNE,2013,150cl,Bordeaux,55.8,0,Dubos
290,CH. LANESSAN,2013,150cl,Bordeaux,18.4,0,Dubos
291,CH. LARRIVAUX,2013,150cl,Bordeaux,14.5,0,Dubos
292,CH. CHASSE SPLEEN,2013,150cl,Bordeaux,36.0,0,Dubos
293,CH. POUJEAUX,2013,150cl,Bordeaux,33.0,0,Dubos
294,CH. CANON,2013,150cl,Bordeaux,78.0,0,Dubos
295,CLOS FOURTET,2013,150cl,Bordeaux,112.0,0,Dubos
296,CHÂTEAU FAURIE DE SOUCHARD,2013,150cl,Bordeaux,45.6,0,Dubos
297,CH. FIGEAC,2013,150cl,Bordeaux,116.0,0,Dubos
298,CH. GRAND CORBIN DESPAGNE,2013,150cl,Bordeaux,31.65,0,Dubos
299,CH. PAVIE MACQUIN,2013,150cl,Bordeaux,65.0,0,Dubos
300,CH. TROPLONG MONDOT,2013,150cl,Bordeaux,110.0,0,Dubos
301,CH. NENIN,2013,150cl,Bordeaux,57.0,0,Dubos
302,CH. TAILLEFER,2013,150cl,Bordeaux,26.8,0,Dubos
303,CH. BOUSCAUT ROUGE,2013,150cl,Bordeaux,32.6,0,Dubos
304,BORDEAUX DE MAUCAILLOU,2013,150cl,Bordeaux,8.0,0,Dubos
305,ALMAVIVA,2013,150cl,Puente Alto,138.0,0,Dubos
306,CH. PEDESCLAUX,2014,150cl,Bordeaux,50.0,0,Dubos
307,RESERVE DE LA COMTESSE,2014,150cl,Bordeaux,45.6,0,Dubos
308,BLASON D'ISSAN,2014,150cl,Bordeaux,30.75,0,Dubos
309,CH. D'ISSAN,2014,150cl,Bordeaux,63.0,0,Dubos
310,CHÂTEAU FAURIE DE SOUCHARD,2014,150cl,Bordeaux,47.5,0,Dubos
311,CH. FLEUR CARDINALE,2014,150cl,Bordeaux,54.0,0,Dubos
312,CH. FONROQUE,2014,150cl,Bordeaux,31.5,0,Dubos
313,CH. L'EVANGILE,2014,150cl,Bordeaux,190.0,0,Dubos
314,CH. GAZIN,2014,150cl,Bordeaux,96.0,0,Dubos
315,CH. LA POINTE,2014,150cl,Bordeaux,43.0,0,Dubos
316,CH. TAILLEFER,2014,150cl,Bordeaux,28.5,0,Dubos
317,CH. FERRAN,2014,150cl,Bordeaux,18.0,0,Dubos
318,CH. CROIX MOUTON,2014,150cl,Bordeaux,13.75,0,Dubos
319,CH. LEOVILLE BARTON,2013,3000cl,Bordeaux,1280.0,0,Dubos
320,CH. SMITH HAUT LAFITTE,2013,3000cl,Bordeaux,1250.0,0,Dubos
321,CH. PONTET CANET,2013,1500cl,Bordeaux,1435.0,0,Dubos
322,CH. LEOVILLE BARTON,2013,1500cl,Bordeaux,1080.0,0,Dubos
323,CH. LA TOUR CARNET,2013,1500cl,Bordeaux,535.0,0,Dubos
324,CH. PICHON BARON,2013,900cl,Bordeaux,800.0,0,Dubos
325,CH. LEOVILLE BARTON,2013,900cl,Bordeaux,695.0,0,Dubos
326,CH. LA TOUR CARNET,2013,900cl,Bordeaux,380.0,0,Dubos
327,CH. DUCRU BEAUCAILLOU,1970,75cl,Bordeaux,300.0,0,Dubos
328,CH. DUCRU BEAUCAILLOU,1982,75cl,Bordeaux,380.0,0,Dubos
329,CH. DUCRU BEAUCAILLOU,1985,75cl,Bordeaux,135.0,0,Dubos
330,CHATEAU LA CABANNE,1985,75cl,Bordeaux,145.0,0,Dubos
331,CH. DUCRU BEAUCAILLOU,1986,75cl,Bordeaux,135.0,0,Dubos
332,CH. ANGELUS,1986,75cl,Bordeaux,295.0,0,Dubos
333,CH. DUCRU BEAUCAILLOU,1988,75cl,Bordeaux,130.0,0,Dubos
334,CHATEAU LA CABANNE,1988,75cl,Bordeaux,155.0,0,Dubos
335,CH. DUCRU BEAUCAILLOU,1989,75cl,Bordeaux,130.0,0,Dubos
336,CH. CANTENAC BROWN,1989,75cl,Bordeaux,58.0,0,Dubos
337,CH. MARGAUX,1989,75cl,Bordeaux,495.0,0,Dubos
338,PAVILLON ROUGE DU CH. MARGAUX,1989,75cl,Bordeaux,180.0,0,Dubos
339,CHATEAU LA CABANNE,1989,75cl,Bordeaux,145.0,0,Dubos
340,CH. MOUTON ROTHSCHILD,1990,75cl,Bordeaux,425.0,0,Dubos
341,CH. PICHON LALANDE,1990,75cl,Bordeaux,225.0,0,Dubos
342,CH. DUCRU BEAUCAILLOU,1990,75cl,Bordeaux,115.0,0,Dubos
343,CH. PALMER,1990,75cl,Bordeaux,308.0,0,Dubos
344,CH. DE FERRAND (baron BICH),1990,75cl,Bordeaux,19.0,0,Dubos
345,CH. MONTROSE,1993,75cl,Bordeaux,75.0,0,Dubos
346,CH. PHELAN SEGUR,1993,75cl,Bordeaux,35.0,0,Dubos
347,CH. MARGAUX,1993,75cl,Bordeaux,398.0,0,Dubos
348,CH. HAUT BRION,1993,75cl,Bordeaux,340.0,0,Dubos
349,CH. MALARTIC LAGRAVIERE BLC,1993,75cl,Bordeaux,19.8,0,Dubos
350,CH. GRUAUD LAROSE,1994,75cl,Bordeaux,52.8,0,Dubos
351,CH. MARGAUX,1994,75cl,Bordeaux,385.0,0,Dubos
352,CH. FIGEAC,1994,75cl,Bordeaux,70.0,0,Dubos
353,CH. FRANC-MAYNE,1994,75cl,Bordeaux,25.0,0,Dubos
354,CH. MOUTON ROTHSCHILD,1995,75cl,Bordeaux,525.0,0,Dubos
355,CH. PICHON BARON,1995,75cl,Bordeaux,132.0,0,Dubos
356,CH. DUCRU BEAUCAILLOU,1995,75cl,Bordeaux,215.0,0,Dubos
357,CH. PALMER,1995,75cl,Bordeaux,240.0,0,Dubos
358,CHATEAU LA CABANNE,1995,75cl,Bordeaux,78.0,0,Dubos
359,CH. HAUT BRION,1995,75cl,Bordeaux,450.0,0,Dubos
360,CH. D'YQUEM,1995,75cl,Bordeaux,198.0,0,Dubos
361,CH. CALON SEGUR,1996,75cl,Bordeaux,92.0,0,Dubos
362,CH. PICHON BARON,1996,75cl,Bordeaux,145.0,0,Dubos
363,CH. GISCOURS,1996,75cl,Bordeaux,63.0,0,Dubos
364,CH. RAUZAN GASSIES,1996,75cl,Bordeaux,48.0,0,Dubos
365,CH. HAUT BRION,1996,75cl,Bordeaux,400.0,0,Dubos
366,CH. DUCRU BEAUCAILLOU,1997,75cl,Bordeaux,98.0,0,Dubos
367,CH. GISCOURS,1997,75cl,Bordeaux,48.0,0,Dubos
368,CH. MARGAUX,1997,75cl,Bordeaux,385.0,0,Dubos
369,CH. POUMEY,1997,75cl,Bordeaux,16.8,0,Dubos
370,CH. COUHINS LURTON,1997,75cl,Bordeaux,17.0,0,Dubos
371,CH. RIEUSSEC,1997,75cl,Bordeaux,65.0,0,Dubos
372,CH. CALON SEGUR,1998,75cl,Bordeaux,85.0,0,Dubos
373,CH. MONTROSE,1998,75cl,Bordeaux,110.0,0,Dubos
374,CH. LEOVILLE LAS CASES,1998,75cl,Bordeaux,160.0,0,Dubos
375,CH. PALMER,1998,75cl,Bordeaux,225.0,0,Dubos
376,CH. RAUZAN SEGLA,1998,75cl,Bordeaux,92.0,0,Dubos
377,CHATEAU LA CABANNE,1998,75cl,Bordeaux,78.0,0,Dubos
378,CH. LA RIVIERE,1998,75cl,Bordeaux,14.0,0,Dubos
379,CH. LA MISSION HAUT BRION,1998,75cl,Bordeaux,320.0,0,Dubos
380,CH. LATOUR,1999,75cl,Bordeaux,490.0,0,Dubos
381,CH. MOUTON ROTHSCHILD,1999,75cl,Bordeaux,470.0,0,Dubos
382,CH. LEOVILLE LAS CASES,1999,75cl,Bordeaux,150.0,0,Dubos
383,CH. FERRIERE,1999,75cl,Bordeaux,43.0,0,Dubos
384,CH. MARGAUX,1999,75cl,Bordeaux,438.0,0,Dubos
385,CH. RAUZAN GASSIES,1999,75cl,Bordeaux,49.5,0,Dubos
386,CH. DASSAULT,1999,75cl,Bordeaux,39.0,0,Dubos
387,CH. LYNSOLENCE,1999,75cl,Bordeaux,36.5,0,Dubos
388,CH. TROPLONG MONDOT,1999,75cl,Bordeaux,65.0,0,Dubos
389,CH. COUHINS LURTON,1999,75cl,Bordeaux,16.0,0,Dubos
390,CH. CLOS HAUT PEYRAGUEY,1999,75cl,Bordeaux,24.0,0,Dubos
391,CH. CALON SEGUR,2000,75cl,Bordeaux,87.0,0,Dubos
392,CH. LAFON ROCHET,2000,75cl,Bordeaux,63.0,0,Dubos
393,CH. MONTROSE,2000,75cl,Bordeaux,175.0,0,Dubos
394,CH. LATOUR,2000,75cl,Bordeaux,850.0,0,Dubos
395,CH. PONTET CANET,2000,75cl,Bordeaux,105.0,0,Dubos
396,CH. TALBOT,2000,75cl,Bordeaux,98.0,0,Dubos
397,CH. KIRWAN,2000,75cl,Bordeaux,76.0,0,Dubos
398,CH. DE VILLEGEORGE,2000,75cl,Bordeaux,13.0,0,Dubos
399,CH. CHEVAL BLANC,2000,75cl,Bordeaux,790.0,0,Dubos
400,CLOS FOURTET,2000,75cl,Bordeaux,145.0,0,Dubos
401,CH. FERRAND LARTIGUE,2000,75cl,Bordeaux,32.0,0,Dubos
402,CH. SAINT DOMINGUE,2000,75cl,Bordeaux,47.0,0,Dubos
403,MAXIMIN DE CORBIN,2000,75cl,Bordeaux,13.5,0,Dubos
404,CHATEAU LA CABANNE,2000,75cl,Bordeaux,42.0,0,Dubos
405,CH. LA CROIX DE GAY,2000,75cl,Bordeaux,50.0,0,Dubos
406,CH. CALON SEGUR,2001,75cl,Bordeaux,78.0,0,Dubos
407,CH. LAFITE ROTHSCHILD,2001,75cl,Bordeaux,680.0,0,Dubos
408,CH. MOUTON ROTHSCHILD,2001,75cl,Bordeaux,435.0,0,Dubos
409,CH. TALBOT,2001,75cl,Bordeaux,72.0,0,Dubos
410,CH. RAUZAN GASSIES,2001,75cl,Bordeaux,47.0,0,Dubos
411,CH. RAUZAN SEGLA,2001,75cl,Bordeaux,83.0,0,Dubos
412,CH. FOURCAS DUPRE,2001,75cl,Bordeaux,10.5,0,Dubos
413,CH. LESTAGE CHENES BESSON,2001,75cl,Bordeaux,7.95,0,Dubos
414,CH. LA GOMERIE,2001,75cl,Bordeaux,76.0,0,Dubos
415,CH. MOULIN SAINT GEORGES,2001,75cl,Bordeaux,69.0,0,Dubos
416,"CH. QUINAULT""L'ENCLOS""",2001,75cl,Bordeaux,45.0,0,Dubos
417,CH. SAINT DOMINGUE,2001,75cl,Bordeaux,47.0,0,Dubos
418,CHATEAU LA CABANNE,2001,75cl,Bordeaux,33.0,0,Dubos
419,CH. HAUT BRION,2001,75cl,Bordeaux,398.0,0,Dubos
420,CH. D'YQUEM,2001,75cl,Bordeaux,550.0,0,Dubos
421,CH. CALON SEGUR,2002,75cl,Bordeaux,76.0,0,Dubos
422,CH. BEYCHEVELLE,2002,75cl,Bordeaux,75.0,0,Dubos
423,CH. MARGAUX,2002,75cl,Bordeaux,435.0,0,Dubos
424,CH. LESTAGE CHENES BESSON,2002,75cl,Bordeaux,8.25,0,Dubos
425,CH. LYNSOLENCE,2002,75cl,Bordeaux,27.8,0,Dubos
426,"CH. QUINAULT""L'ENCLOS""",2002,75cl,Bordeaux,33.5,0,Dubos
427,CH. SOUTARD,2002,75cl,Bordeaux,21.8,0,Dubos
428,CH. LA CROIX DE GAY,2002,75cl,Bordeaux,32.0,0,Dubos
429,CH. HAUT BRION,2002,75cl,Bordeaux,350.0,0,Dubos
430,LE SILLAGE DE MALARTIC,2002,75cl,Bordeaux,7.5,0,Dubos
431,CH. DUHART MILON ROTHSCHILD,2003,75cl,Bordeaux,108.0,0,Dubos
432,CH. LAFITE ROTHSCHILD,2003,75cl,Bordeaux,940.0,0,Dubos
433,CH. LATOUR,2003,75cl,Bordeaux,790.0,0,Dubos
434,CH. MOUTON ROTHSCHILD,2003,75cl,Bordeaux,435.0,0,Dubos
435,CH. PICHON LALANDE,2003,75cl,Bordeaux,142.0,0,Dubos
436,CH. MARGAUX,2003,75cl,Bordeaux,575.0,0,Dubos
437,PAVILLON ROUGE DU CH. MARGAUX,2003,75cl,Bordeaux,135.0,0,Dubos
438,CHATEAU LA CABANNE,2003,75cl,Bordeaux,27.5,0,Dubos
439,CH. TOUR LEOGNAN BLANC,2003,75cl,Bordeaux,7.5,0,Dubos
440,COUTET CUVEE MADAME,2003,75cl,Bordeaux,200.0,0,Dubos
441,CH. CLOS HAUT PEYRAGUEY,2003,75cl,Bordeaux,28.0,0,Dubos
442,CH. RIEUSSEC,2003,75cl,Bordeaux,40.0,0,Dubos
443,CH. MONTROSE,2004,75cl,Bordeaux,79.0,0,Dubos
444,CH. D'ARMAILHAC,2004,75cl,Bordeaux,45.0,0,Dubos
445,CH. CROIZET BAGES,2004,75cl,Bordeaux,27.5,0,Dubos
446,CH. LATOUR,2004,75cl,Bordeaux,468.0,0,Dubos
447,LES HAUTS DU TERTRE,2004,75cl,Bordeaux,14.8,0,Dubos
448,CH. MARGAUX,2004,75cl,Bordeaux,395.0,0,Dubos
449,CH. FOURCAS DUPRE,2004,75cl,Bordeaux,8.95,0,Dubos
450,CHATEAU LA CABANNE,2004,75cl,Bordeaux,24.8,0,Dubos
451,CH. HAUT BRION,2004,75cl,Bordeaux,340.0,0,Dubos
452,CH. LAVILLE HAUT BRION,2004,75cl,Bordeaux,280.0,0,Dubos
453,CH. TOUR LEOGNAN BLANC,2004,75cl,Bordeaux,7.5,0,Dubos
454,CH. CLOS HAUT PEYRAGUEY,2004,75cl,Bordeaux,23.0,0,Dubos
455,CH. CALON SEGUR,2005,75cl,Bordeaux,89.0,0,Dubos
456,CH. COS D'ESTOURNEL,2005,75cl,Bordeaux,190.0,0,Dubos
457,CH. MONTROSE,2005,75cl,Bordeaux,132.0,0,Dubos
458,CH. DUHART MILON ROTHSCHILD,2005,75cl,Bordeaux,108.0,0,Dubos
459,LES FORTS DE LATOUR,2005,75cl,Bordeaux,175.0,0,Dubos
460,CH. LAFITE ROTHSCHILD,2005,75cl,Bordeaux,875.0,0,Dubos
461,CH. LYNCH BAGES,2005,75cl,Bordeaux,140.0,0,Dubos
462,CH. MOUTON ROTHSCHILD,2005,75cl,Bordeaux,540.0,0,Dubos
463,PETIT MOUTON,2005,75cl,Bordeaux,170.0,0,Dubos
464,CH. PICHON LALANDE,2005,75cl,Bordeaux,105.0,0,Dubos
465,CH. BEYCHEVELLE,2005,75cl,Bordeaux,100.0,0,Dubos
466,CH. BRANAIRE DUCRU,2005,75cl,Bordeaux,72.0,0,Dubos
467,CH. GRUAUD LAROSE,2005,75cl,Bordeaux,83.0,0,Dubos
468,CH. LAGRANGE,2005,75cl,Bordeaux,59.0,0,Dubos
469,CH. LANGOA BARTON,2005,75cl,Bordeaux,55.0,0,Dubos
470,CH. LEOVILLE BARTON,2005,75cl,Bordeaux,105.0,0,Dubos
471,CH. LEOVILLE LAS CASES,2005,75cl,Bordeaux,250.0,0,Dubos
472,CH. TALBOT,2005,75cl,Bordeaux,67.0,0,Dubos
473,CH. BRANE CANTENAC,2005,75cl,Bordeaux,90.0,0,Dubos
474,CH. CANTENAC BROWN,2005,75cl,Bordeaux,60.0,0,Dubos
475,CH. GISCOURS,2005,75cl,Bordeaux,69.0,0,Dubos
476,CH. MARGAUX,2005,75cl,Bordeaux,825.0,0,Dubos
477,CH. PALMER,2005,75cl,Bordeaux,295.0,0,Dubos
478,CH. RAUZAN SEGLA,2005,75cl,Bordeaux,115.0,0,Dubos
479,CH. CANTEMERLE,2005,75cl,Bordeaux,38.0,0,Dubos
480,CH. LA COUSPAUDE,2005,75cl,Bordeaux,40.0,0,Dubos
481,CH. FIGEAC,2005,75cl,Bordeaux,158.0,0,Dubos
482,CH. LA TOUR FIGEAC,2005,75cl,Bordeaux,49.0,0,Dubos
483,CHATEAU LA CABANNE,2005,75cl,Bordeaux,34.0,0,Dubos
484,PETRUS,2005,75cl,Bordeaux,2980.0,0,Dubos
485,CH. CLIMENS,2005,75cl,Bordeaux,72.0,0,Dubos
486,CH. CLOS HAUT PEYRAGUEY,2005,75cl,Bordeaux,27.0,0,Dubos
487,CH. LAFAURIE PEYRAGUEY,2005,75cl,Bordeaux,30.0,0,Dubos
488,CH. D'YQUEM,2005,75cl,Bordeaux,390.0,0,Dubos
489,CH. CALON SEGUR,2006,75cl,Bordeaux,78.0,0,Dubos
490,CH. CAPBERN GASQUETON,2006,75cl,Bordeaux,15.9,0,Dubos
491,CH. COS D'ESTOURNEL,2006,75cl,Bordeaux,110.0,0,Dubos
492,CH. LAFON ROCHET,2006,75cl,Bordeaux,35.0,0,Dubos
493,LES PAGODES DE COS,2006,75cl,Bordeaux,39.0,0,Dubos
494,CH. DUHART MILON ROTHSCHILD,2006,75cl,Bordeaux,98.0,0,Dubos
495,LES FORTS DE LATOUR,2006,75cl,Bordeaux,150.0,0,Dubos
496,CH. LAFITE ROTHSCHILD,2006,75cl,Bordeaux,698.0,0,Dubos
497,CH. LATOUR,2006,75cl,Bordeaux,525.0,0,Dubos
498,CH. MOUTON ROTHSCHILD,2006,75cl,Bordeaux,465.0,0,Dubos
499,CH. PICHON LALANDE,2006,75cl,Bordeaux,103.0,0,Dubos
500,CH. BEYCHEVELLE,2006,75cl,Bordeaux,82.0,0,Dubos
501,CH. GRUAUD LAROSE,2006,75cl,Bordeaux,63.0,0,Dubos
502,CH. TALBOT,2006,75cl,Bordeaux,59.0,0,Dubos
503,CH. BRANE CANTENAC,2006,75cl,Bordeaux,51.0,0,Dubos
504,CH. MARQUIS DE TERME,2006,75cl,Bordeaux,34.0,0,Dubos
505,PAVILLON ROUGE DU CH. MARGAUX,2006,75cl,Bordeaux,125.0,0,Dubos
506,CH. RAUZAN SEGLA,2006,75cl,Bordeaux,59.8,0,Dubos
507,CH. DU TERTRE,2006,75cl,Bordeaux,35.0,0,Dubos
508,CH. DE CAMENSAC,2006,75cl,Bordeaux,25.8,0,Dubos
509,CH. FOURCAS DUPRE,2006,75cl,Bordeaux,10.0,0,Dubos
510,CH. ANGELUS,2006,75cl,Bordeaux,300.0,0,Dubos
511,CH. BELLEVUE MONDOTTE,2006,75cl,Bordeaux,165.0,0,Dubos
512,CH. CANON,2006,75cl,Bordeaux,53.0,0,Dubos
513,CH. CHEVAL BLANC,2006,75cl,Bordeaux,468.0,0,Dubos
514,CH. LA DOMINIQUE,2006,75cl,Bordeaux,35.0,0,Dubos
515,CH. FLEUR CARDINALE,2006,75cl,Bordeaux,34.0,0,Dubos
516,CH. LA GOMERIE,2006,75cl,Bordeaux,46.0,0,Dubos
517,CH. MOULIN SAINT GEORGES,2006,75cl,Bordeaux,40.0,0,Dubos
518,CH. LA CROIX DU CASSE,2006,75cl,Bordeaux,21.0,0,Dubos
519,PETRUS,2006,75cl,Bordeaux,1900.0,0,Dubos
520,LE BAHANS DU CH. HAUT BRION,2006,75cl,Bordeaux,93.0,0,Dubos
521,CH. HAUT BRION,2006,75cl,Bordeaux,378.0,0,Dubos
522,CH. LA MISSION HAUT BRION,2006,75cl,Bordeaux,280.0,0,Dubos
523,CH. BOUSCAUT BLANC,2006,75cl,Bordeaux,16.8,0,Dubos
524,CH. LAVILLE HAUT BRION,2006,75cl,Bordeaux,350.0,0,Dubos
525,SAINT JACQUES DE SIRAN,2006,75cl,Bordeaux,4.95,0,Dubos
526,CH. CALON SEGUR,2007,75cl,Bordeaux,72.0,0,Dubos
527,CH. COS D'ESTOURNEL,2007,75cl,Bordeaux,95.0,0,Dubos
528,CH. LAFON ROCHET,2007,75cl,Bordeaux,33.0,0,Dubos
529,CH. MONTROSE,2007,75cl,Bordeaux,67.0,0,Dubos
530,LES PAGODES DE COS,2007,75cl,Bordeaux,35.0,0,Dubos
531,CH. DUHART MILON ROTHSCHILD,2007,75cl,Bordeaux,69.0,0,Dubos
532,CH. GRAND PUY LACOSTE,2007,75cl,Bordeaux,45.0,0,Dubos
533,CH. HAUT DE LA BECADE,2007,75cl,Bordeaux,13.5,0,Dubos
534,CH. LAFITE ROTHSCHILD,2007,75cl,Bordeaux,750.0,0,Dubos
535,CH. MOUTON ROTHSCHILD,2007,75cl,Bordeaux,368.0,0,Dubos
536,CH. PICHON LALANDE,2007,75cl,Bordeaux,82.0,0,Dubos
537,CH. PONTET CANET,2007,75cl,Bordeaux,68.0,0,Dubos
538,RESERVE DE LA COMTESSE,2007,75cl,Bordeaux,28.0,0,Dubos
539,CH. LAGRANGE,2007,75cl,Bordeaux,35.8,0,Dubos
540,CH. LANGOA BARTON,2007,75cl,Bordeaux,34.0,0,Dubos
541,CH. D'ISSAN,2007,75cl,Bordeaux,48.0,0,Dubos
542,CH. MARGAUX,2007,75cl,Bordeaux,380.0,0,Dubos
543,PAVILLON ROUGE DU CH. MARGAUX,2007,75cl,Bordeaux,125.0,0,Dubos
544,CH. PRIEURÉ LICHINE,2007,75cl,Bordeaux,32.0,0,Dubos
545,CH. TOUR MASSAC,2007,75cl,Bordeaux,13.75,0,Dubos
546,CH. DE LAMARQUE,2007,75cl,Bordeaux,8.95,0,Dubos
547,CH. FOURCAS DUPRE,2007,75cl,Bordeaux,7.5,0,Dubos
548,CH. LESTAGE CHENES BESSON,2007,75cl,Bordeaux,7.9,0,Dubos
549,CH. POUJEAUX,2007,75cl,Bordeaux,21.9,0,Dubos
550,LA SALLE DE CH. POUJEAUX,2007,75cl,Bordeaux,6.98,0,Dubos
551,CH. ANGELUS,2007,75cl,Bordeaux,275.0,0,Dubos
552,CH. BELLEVUE MONDOTTE,2007,75cl,Bordeaux,156.0,0,Dubos
553,CH. DASSAULT,2007,75cl,Bordeaux,22.0,0,Dubos
554,CH. FIGEAC,2007,75cl,Bordeaux,79.0,0,Dubos
555,CH. MOULIN SAINT GEORGES,2007,75cl,Bordeaux,36.4,0,Dubos
556,CH. PAVIE DECESSE,2007,75cl,Bordeaux,95.0,0,Dubos
557,CHATEAU LA CABANNE,2007,75cl,Bordeaux,27.0,0,Dubos
558,CH. L'EVANGILE,2007,75cl,Bordeaux,90.0,0,Dubos
559,CH. LA VIOLETTE,2007,75cl,Bordeaux,150.0,0,Dubos
560,CH. HAUT BRION,2007,75cl,Bordeaux,350.0,0,Dubos
561,CH. LA MISSION HAUT BRION,2007,75cl,Bordeaux,185.0,0,Dubos
562,CH. PAPE CLEMENT,2007,75cl,Bordeaux,79.0,0,Dubos
563,CH. BOUSCAUT BLANC,2007,75cl,Bordeaux,18.9,0,Dubos
564,CH. LAVILLE HAUT BRION,2007,75cl,Bordeaux,350.0,0,Dubos
565,CH. PAPE CLEMENT,2007,75cl,Bordeaux,120.0,0,Dubos
566,CH. RIEUSSEC,2007,75cl,Bordeaux,48.0,0,Dubos
567,CH. SUDUIRAUT,2007,75cl,Bordeaux,42.0,0,Dubos
568,CH. D'YQUEM,2007,75cl,Bordeaux,365.0,0,Dubos
569,CH. COS D'ESTOURNEL,2008,75cl,Bordeaux,110.0,0,Dubos
570,LES PAGODES DE COS,2008,75cl,Bordeaux,38.0,0,Dubos
571,CH. D'ARMAILHAC,2008,75cl,Bordeaux,40.0,0,Dubos
572,CH. DUHART MILON ROTHSCHILD,2008,75cl,Bordeaux,85.0,0,Dubos
573,CH. GRAND PUY LACOSTE,2008,75cl,Bordeaux,48.0,0,Dubos
574,CH. HAUT DE LA BECADE,2008,75cl,Bordeaux,13.9,0,Dubos
575,CH. LAFITE ROTHSCHILD,2008,75cl,Bordeaux,895.0,0,Dubos
