,Growth,Type (English),Type (Chinese),Vendor (English),Vendor (Chinese),Wine (English),Wine (Chinese),Region (English),Region (Chinese),Country (English),Country (Chinese),Vintage,Ratings
401,Cru Bourgeois Superieur,Red,紅酒,Chateau Les Grands Chenes,,Chateau Les Grands Chenes,,"Medoc, Bordeaux",波爾多,France,法國,,
402,Cru Bourgeois Superieur,Red,紅酒,Chateau Gressier Grand Poujeaux,,Chateau Gressier Grand Poujeaux,,"Moulis, Bordeaux",波爾多,France,法國,,
403,Cru Bourgeois Superieur,Red,紅酒,Chateau Greysac,,Chateau Greysac,,"Medoc, Bordeaux",波爾多,France,法國,,
404,Cru Bourgeois Superieur,Red,紅酒,Chateau La Gurgue,,Chateau La Gurgue,,"Margaux, Bordeaux",波爾多,France,法國,,
405,Cru Bourgeois Superieur,Red,紅酒,Chateau Hanteillan,,Chateau Hanteillan,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
406,Cru Bourgeois Superieur,Red,紅酒,Chateau Haut-Bages Monpelou,,Chateau Haut-Bages Monpelou,,"Pauillac, Bordeaux",波爾多,France,法國,,
407,Cru Bourgeois Superieur,Red,紅酒,Chateau La Haye,,Chateau La Haye,,"St. Estephe, Bordeaux",波爾多,France,法國,,
408,Cru Bourgeois Superieur,Red,紅酒,Chateau Labegorce,,Chateau Labegorce,,"Margaux, Bordeaux",波爾多,France,法國,,
409,Cru Bourgeois Superieur,Red,紅酒,Chateau de Lamarque,,Chateau de Lamarque,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
410,Cru Bourgeois Superieur,Red,紅酒,Chateau Lamothe Bergeron,,Chateau Lamothe Bergeron,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
411,Cru Bourgeois Superieur,Red,紅酒,Chateau Lanessan,,Chateau Lanessan,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
412,Cru Bourgeois Superieur,Red,紅酒,Chateau Larose Trintaudon,,Chateau Larose Trintaudon,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
413,Cru Bourgeois Superieur,Red,紅酒,Chateau Lestage,,Chateau Lestage,,"Listrac, Bordeaux",波爾多,France,法國,,
414,Cru Bourgeois Superieur,Red,紅酒,Chateau Lestage Simon,,Chateau Lestage Simon,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
415,Cru Bourgeois Superieur,Red,紅酒,Chateau Lilian Ladouys,,Chateau Lilian Ladouys,,"St. Estephe, Bordeaux",波爾多,France,法國,,
416,Cru Bourgeois Superieur,Red,紅酒,Chateau Liversan,,Chateau Liversan,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
417,Cru Bourgeois Superieur,Red,紅酒,Chateau Loudenne,,Chateau Loudenne,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
418,Cru Bourgeois Superieur,Red,紅酒,Chateau Malescasse,,Chateau Malescasse,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
419,Cru Bourgeois Superieur,Red,紅酒,Chateau de Malleret,,Chateau de Malleret,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
420,Cru Bourgeois Superieur,Red,紅酒,Chateau Maucaillou,,Chateau Maucaillou,,"Moulis, Bordeaux",波爾多,France,法國,,
421,Cru Bourgeois Superieur,Red,紅酒,Chateau Maucamps,,Chateau Maucamps,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
422,Cru Bourgeois Superieur,Red,紅酒,Chateau Mayne Lalande,,Chateau Mayne Lalande,,"Listrac, Bordeaux",波爾多,France,法國,,
423,Cru Bourgeois Superieur,Red,紅酒,Chateau Meyney,,Chateau Meyney,,"St. Estephe, Bordeaux",波爾多,France,法國,,
424,Cru Bourgeois Superieur,Red,紅酒,Chateau Monbrison,,Chateau Monbrison,,"Margaux, Bordeaux",波爾多,France,法國,,
425,Cru Bourgeois Superieur,Red,紅酒,Chateau Moulin a Vent,,Chateau Moulin a Vent,,"Moulis, Bordeaux",波爾多,France,法國,,
426,Cru Bourgeois Superieur,Red,紅酒,Chateau Moulin de La Rose,,Chateau Moulin de La Rose,,"St. Julien, Bordeaux",波爾多,France,法國,,
427,Cru Bourgeois Superieur,Red,紅酒,Chateau Les Ormes Sorbet,,Chateau Les Ormes Sorbet,,"Medoc, Bordeaux",波爾多,France,法國,,
428,Cru Bourgeois Superieur,Red,紅酒,Chateau Paloumey,,Chateau Paloumey,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
429,Cru Bourgeois Superieur,Red,紅酒,Chateau Patache d’Aux,,Chateau Patache d’Aux,,"Medoc, Bordeaux",波爾多,France,法國,,
430,Cru Bourgeois Superieur,Red,紅酒,Chateau Paveil de Luze,,Chateau Paveil de Luze,,"Margaux, Bordeaux",波爾多,France,法國,,
431,Cru Bourgeois Superieur,Red,紅酒,Chateau Petit Bocq,,Chateau Petit Bocq,,"St. Estephe, Bordeaux",波爾多,France,法國,,
432,Cru Bourgeois Superieur,Red,紅酒,Chateau Pibran,,Chateau Pibran,,"Pauillac, Bordeaux",波爾多,France,法國,,
433,Cru Bourgeois Superieur,Red,紅酒,Chateau Ramage La Batisse,,Chateau Ramage La Batisse,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
434,Cru Bourgeois Superieur,Red,紅酒,Chateau Reysson,,Chateau Reysson,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
435,Cru Bourgeois Superieur,Red,紅酒,Chateau Rollan de By,,Chateau Rollan de By,,"Medoc, Bordeaux",波爾多,France,法國,,
436,Cru Bourgeois Superieur,Red,紅酒,Chateau Saransot-Dupre,,Chateau Saransot-Dupre,,"Listrac, Bordeaux",波爾多,France,法國,,
437,Cru Bourgeois Superieur,Red,紅酒,Chateau Segur,,Chateau Segur,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
438,Cru Bourgeois Superieur,Red,紅酒,Chateau Senejac,,Chateau Senejac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
439,Cru Bourgeois Superieur,Red,紅酒,Chateau Soudars,,Chateau Soudars,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
440,Cru Bourgeois Superieur,Red,紅酒,Chateau du Taillan,,Chateau du Taillan,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
441,Cru Bourgeois Superieur,Red,紅酒,Chateau Terrey Gros Cailloux,,Chateau Terrey Gros Cailloux,,"St. Julien, Bordeaux",波爾多,France,法國,,
442,Cru Bourgeois Superieur,Red,紅酒,Chateau La Tour de By,,Chateau La Tour de By,,"Medoc, Bordeaux",波爾多,France,法國,,
443,Cru Bourgeois Superieur,Red,紅酒,Chateau La Tour de Mons,,Chateau La Tour de Mons,,"Margaux, Bordeaux",波爾多,France,法國,,
444,Cru Bourgeois Superieur,Red,紅酒,Chateau Tour de Pez,,Chateau Tour de Pez,,"St. Estephe, Bordeaux",波爾多,France,法國,,
445,Cru Bourgeois Superieur,Red,紅酒,Chateau Tour du Haut Moulin,,Chateau Tour du Haut Moulin,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
446,Cru Bourgeois Superieur,Red,紅酒,Chateau Tour Haut Caussan,,Chateau Tour Haut Caussan,,"Medoc, Bordeaux",波爾多,France,法國,,
447,Cru Bourgeois Superieur,Red,紅酒,Chateau Tronquoy-Lalande,,Chateau Tronquoy-Lalande,,"St. Estephe, Bordeaux",波爾多,France,法國,,
448,Cru Bourgeois Superieur,Red,紅酒,Chateau Verdignan,,Chateau Verdignan,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
449,Cru Bourgeois Superieur,Red,紅酒,Chateau Vieux Robin,,Chateau Vieux Robin,,"Medoc, Bordeaux",波爾多,France,法國,,
450,Cru Bourgeois Superieur,Red,紅酒,Chateau de Villegorge,,Chateau de Villegorge,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
451,Crus Bourgeois,Red,紅酒,Chateau Andron Blanquet,,Chateau Andron Blanquet,,"St. Estephe, Bordeaux",波爾多,France,法國,,
452,Crus Bourgeois,Red,紅酒,Chateau Aney,,Chateau Aney,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
453,Crus Bourgeois,Red,紅酒,Chateau d’Arcins,,Chateau d’Arcins,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
454,Crus Bourgeois,Red,紅酒,Chateau l’Argenteyre,,Chateau l’Argenteyre,,"Medoc, Bordeaux",波爾多,France,法國,,
455,Crus Bourgeois,Red,紅酒,Chateau d’Aurilhac,,Chateau d’Aurilhac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
456,Crus Bourgeois,Red,紅酒,Chateau Balac,,Chateau Balac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
457,Crus Bourgeois,Red,紅酒,Chateau Barateau,,Chateau Barateau,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
458,Crus Bourgeois,Red,紅酒,Chateau Bardis,,Chateau Bardis,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
459,Crus Bourgeois,Red,紅酒,Chateau Barreyres,,Chateau Barreyres,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
460,Crus Bourgeois,Red,紅酒,Chateau Baudan,,Chateau Baudan,,"Listrac, Bordeaux",波爾多,France,法國,,
461,Crus Bourgeois,Red,紅酒,Chateau Beau-Site Haut-Vignoble,,Chateau Beau-Site Haut-Vignoble,,"St. Estephe, Bordeaux",波爾多,France,法國,,
462,Crus Bourgeois,Red,紅酒,Chateau Begadanet,,Chateau Begadanet,,"Medoc, Bordeaux",波爾多,France,法國,,
463,Crus Bourgeois,Red,紅酒,Chateau Bel Air,,Chateau Bel Air,,"St. Estephe, Bordeaux",波爾多,France,法國,,
464,Crus Bourgeois,Red,紅酒,Chateau Bel Air,,Chateau Bel Air,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
465,Crus Bourgeois,Red,紅酒,Chateau Bel Orme Tronquoy-de-Lalande,,Chateau Bel Orme Tronquoy-de-Lalande,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
466,Crus Bourgeois,Red,紅酒,Chateau Bel-Air Lagrave,,Chateau Bel-Air Lagrave,,"Moulis, Bordeaux",波爾多,France,法國,,
467,Crus Bourgeois,Red,紅酒,Chateau des Belles Graves,,Chateau des Belles Graves,,"Medoc, Bordeaux",波爾多,France,法國,,
468,Crus Bourgeois,Red,紅酒,Chateau Bessan Segur,,Chateau Bessan Segur,,"Medoc, Bordeaux",波爾多,France,法國,,
469,Crus Bourgeois,Red,紅酒,Chateau Bibian,,Chateau Bibian,,"Listrac, Bordeaux",波爾多,France,法國,,
470,Crus Bourgeois,Red,紅酒,Chateau Blaignan,,Chateau Blaignan,,"Medoc, Bordeaux",波爾多,France,法國,,
471,Crus Bourgeois,Red,紅酒,Chateau Le Boscq,,Chateau Le Boscq,,"Medoc, Bordeaux",波爾多,France,法國,,
472,Crus Bourgeois,Red,紅酒,Chateau Bourdieu,,Chateau Bourdieu,,"Medoc, Bordeaux",波爾多,France,法國,,
473,Crus Bourgeois,Red,紅酒,Chateau Le Bourdieu,,Chateau Le Bourdieu,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
474,Crus Bourgeois,Red,紅酒,Chateau de Braude,,Chateau de Braude,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
475,Crus Bourgeois,Red,紅酒,Chateau du Breuil,,Chateau du Breuil,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
476,Crus Bourgeois,Red,紅酒,Chateau Bridane,,Chateau Bridane,,"St. Julien, Bordeaux",波爾多,France,法國,,
477,Crus Bourgeois,Red,紅酒,Chateau des Brousteras,,Chateau des Brousteras,,"Medoc, Bordeaux",波爾多,France,法國,,
478,Crus Bourgeois,Red,紅酒,Chateau des Cabans,,Chateau des Cabans,,"Medoc, Bordeaux",波爾多,France,法國,,
479,Crus Bourgeois,Red,紅酒,Chateau Cap de Haut,,Chateau Cap de Haut,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
480,Crus Bourgeois,Red,紅酒,Chateau Capbern Gasqueton,,Chateau Capbern Gasqueton,,"St. Estephe, Bordeaux",波爾多,France,法國,,
481,Crus Bourgeois,Red,紅酒,Chateau Chantelys,,Chateau Chantelys,,"Medoc, Bordeaux",波爾多,France,法國,,
482,Crus Bourgeois,Red,紅酒,Chateau La Clare,,Chateau La Clare,,"Medoc, Bordeaux",波爾多,France,法國,,
483,Crus Bourgeois,Red,紅酒,Chateau La Commanderie,,Chateau La Commanderie,,"St. Estephe, Bordeaux",波爾多,France,法國,,
484,Crus Bourgeois,Red,紅酒,Chateau Le Coteau,,Chateau Le Coteau,,"Margaux, Bordeaux",波爾多,France,法國,,
485,Crus Bourgeois,Red,紅酒,Chateau Coutelin Merville,,Chateau Coutelin Merville,,"St. Estephe, Bordeaux",波爾多,France,法國,,
486,Crus Bourgeois,Red,紅酒,Chateau De la Croix,,Chateau De la Croix,,"Medoc, Bordeaux",波爾多,France,法國,,
487,Crus Bourgeois,Red,紅酒,Chateau Dasvin-Bel-Air,,Chateau Dasvin-Bel-Air,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
488,Crus Bourgeois,Red,紅酒,Chateau David,,Chateau David,,"Medoc, Bordeaux",波爾多,France,法國,,
489,Crus Bourgeois,Red,紅酒,Chateau Devise d’Ardilley,,Chateau Devise d’Ardilley,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
490,Crus Bourgeois,Red,紅酒,Chateau Deyrem Valentin,,Chateau Deyrem Valentin,,"Margaux, Bordeaux",波爾多,France,法國,,
491,Crus Bourgeois,Red,紅酒,Chateau Dillon,,Chateau Dillon,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
492,Crus Bourgeois,Red,紅酒,Chateau Domeyne,,Chateau Domeyne,,"St. Estephe, Bordeaux",波爾多,France,法國,,
493,Crus Bourgeois,Red,紅酒,Chateau Donissan,,Chateau Donissan,,"Listrac, Bordeaux",波爾多,France,法國,,
494,Crus Bourgeois,Red,紅酒,Chateau Chateau Ducru Beaucaillou,,Chateau Ducluzeau,,"Listrac-Medoc, Bordeaux",波爾多,France,法國,,
495,Crus Bourgeois,Red,紅酒,Chateau Duplessis,,Chateau Duplessis,,"Moulis, Bordeaux",波爾多,France,法國,,
496,Crus Bourgeois,Red,紅酒,Chateau Duplessis Fabre,,Chateau Duplessis Fabre,,"Moulis, Bordeaux",波爾多,France,法國,,
497,Crus Bourgeois,Red,紅酒,Chateau Duthil Haut,,Chateau Duthil Haut,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
498,Crus Bourgeois,Red,紅酒,Chateau L’Ermitage,,Chateau L’Ermitage,,"Listrac, Bordeaux",波爾多,France,法國,,
499,Crus Bourgeois,Red,紅酒,Chateau d’Escot,,Chateau d’Escot,,"Medoc, Bordeaux",波爾多,France,法國,,
500,Crus Bourgeois,Red,紅酒,Chateau La Fleur Milon,,Chateau La Fleur Milon,,"Pauillac, Bordeaux",波爾多,France,法國,,
501,Crus Bourgeois,Red,紅酒,Chateau La Fleur Peyrabon,,Chateau La Fleur Peyrabon,,"Pauillac, Bordeaux",波爾多,France,法國,,
502,Crus Bourgeois,Red,紅酒,Chateau La Fon du Berger,,Chateau La Fon du Berger,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
503,Crus Bourgeois,Red,紅酒,Chateau Fontesteau,,Chateau Fontesteau,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
504,Crus Bourgeois,Red,紅酒,Chateau Fontis,,Chateau Fontis,,"Medoc, Bordeaux",波爾多,France,法國,,
505,Crus Bourgeois,Red,紅酒,Chateau La Galiane,,Chateau La Galiane,,"Margaux, Bordeaux",波爾多,France,法國,,
506,Crus Bourgeois,Red,紅酒,Chateau de Gironville,,Chateau de Gironville,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
507,Crus Bourgeois,Red,紅酒,Chateau La Gorce,,Chateau La Gorce,,"Medoc, Bordeaux",波爾多,France,法國,,
508,Crus Bourgeois,Red,紅酒,Chateau La Gorre,,Chateau La Gorre,,"Medoc, Bordeaux",波爾多,France,法國,,
509,Crus Bourgeois,Red,紅酒,Chateau Grand Clapeau Olivier,,Chateau Grand Clapeau Olivier,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
510,Crus Bourgeois,Red,紅酒,Chateau Grandis,,Chateau Grandis,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
511,Crus Bourgeois,Red,紅酒,Chateau Granins Grand Poujeaux,,Chateau Granins Grand Poujeaux,,"Moulis, Bordeaux",波爾多,France,法國,,
512,Crus Bourgeois,Red,紅酒,Chateau Griviere,,Chateau Griviere,,"Medoc, Bordeaux",波爾多,France,法國,,
513,Crus Bourgeois,Red,紅酒,Chateau Haut Beausejour,,Chateau Haut Beausejour,,"St. Estephe, Bordeaux",波爾多,France,法國,,
514,Crus Bourgeois,Red,紅酒,Chateau Haut-Bellevue,,Chateau Haut-Bellevue,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
515,Crus Bourgeois,Red,紅酒,Chateau Haut Breton,,Chateau Haut Breton,,"Margaux, Bordeaux",波爾多,France,法國,,
516,Crus Bourgeois,Red,紅酒,Chateau Haut-Canteloup,,Chateau Haut-Canteloup,,"Medoc, Bordeaux",波爾多,France,法國,,
517,Crus Bourgeois,Red,紅酒,Chateau Haut-Madrac,,Chateau Haut-Madrac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
518,Crus Bourgeois,Red,紅酒,Chateau Haut-Maurac,,Chateau Haut-Maurac,,"Medoc, Bordeaux",波爾多,France,法國,,
519,Crus Bourgeois,Red,紅酒,Chateau Houissant,,Chateau Houissant,,"St. Estephe, Bordeaux",波爾多,France,法國,,
520,Crus Bourgeois,Red,紅酒,Chateau Hourbanon,,Chateau Hourbanon,,"Medoc, Bordeaux",波爾多,France,法國,,
521,Crus Bourgeois,Red,紅酒,Chateau Hourtin-Ducasse,,Chateau Hourtin-Ducasse,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
522,Crus Bourgeois,Red,紅酒,Chateau Labadie,,Chateau Labadie,,"Medoc, Bordeaux",波爾多,France,法國,,
523,Crus Bourgeois,Red,紅酒,Chateau Ladouys,,Chateau Ladouys,,"St. Estephe, Bordeaux",波爾多,France,法國,,
524,Crus Bourgeois,Red,紅酒,Chateau Laffitte Carcasset,,Chateau Laffitte Carcasset,,"St. Estephe, Bordeaux",波爾多,France,法國,,
525,Crus Bourgeois,Red,紅酒,Chateau Laffitte Laujac,,Chateau Laffitte Laujac,,"Medoc, Bordeaux",波爾多,France,法國,,
526,Crus Bourgeois,Red,紅酒,Chateau Lafon,,Chateau Lafon,,"Medoc, Bordeaux",波爾多,France,法國,,
527,Crus Bourgeois,Red,紅酒,Chateau Lalande,,Chateau Lalande,,"Listrac, Bordeaux",波爾多,France,法國,,
528,Crus Bourgeois,Red,紅酒,Chateau Lalande,,Chateau Lalande,,"St. Julien, Bordeaux",波爾多,France,法國,,
529,Crus Bourgeois,Red,紅酒,Chateau Lamothe-Cissac,,Chateau Lamothe-Cissac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
530,Crus Bourgeois,Red,紅酒,Chateau Larose Perganson,,Chateau Larose Perganson,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
531,Crus Bourgeois,Red,紅酒,Chateau Larrivaux,,Chateau Larrivaux,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
532,Crus Bourgeois,Red,紅酒,Chateau Larruau,,Chateau Larruau,,"Margaux, Bordeaux",波爾多,France,法國,,
533,Crus Bourgeois,Red,紅酒,Chateau Laujac,,Chateau Laujac,,"Medoc, Bordeaux",波爾多,France,法國,,
534,Crus Bourgeois,Red,紅酒,Chateau La Lauzette-Declercq,,Chateau La Lauzette-Declercq,,"Listrac, Bordeaux",波爾多,France,法國,,
535,Crus Bourgeois,Red,紅酒,Chateau Leyssac,,Chateau Leyssac,,"St. Estephe, Bordeaux",波爾多,France,法國,,
536,Crus Bourgeois,Red,紅酒,Chateau Lieujean,,Chateau Lieujean,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
537,Crus Bourgeois,Red,紅酒,Chateau Liouner,,Chateau Liouner,,"Listrac, Bordeaux",波爾多,France,法國,,
538,Crus Bourgeois,Red,紅酒,Chateau Lousteauneuf,,Chateau Lousteauneuf,,"Medoc, Bordeaux",波爾多,France,法國,,
539,Crus Bourgeois,Red,紅酒,Chateau Magnol,,Chateau Magnol,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
540,Crus Bourgeois,Red,紅酒,Chateau de Marbuzet,,Chateau de Marbuzet,,"St. Estephe, Bordeaux",波爾多,France,法國,,
541,Crus Bourgeois,Red,紅酒,Chateau Marsac Seguineau,,Chateau Marsac Seguineau,,"Margaux, Bordeaux",波爾多,France,法國,,
542,Crus Bourgeois,Red,紅酒,Chateau Martinens,,Chateau Martinens,,"Margaux, Bordeaux",波爾多,France,法國,,
543,Crus Bourgeois,Red,紅酒,Chateau Maurac,,Chateau Maurac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
544,Crus Bourgeois,Red,紅酒,Chateau Mazails,,Chateau Mazails,,"Medoc, Bordeaux",波爾多,France,法國,,
545,Crus Bourgeois,Red,紅酒,Chateau Le Meynieu,,Chateau Le Meynieu,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
546,Crus Bourgeois,Red,紅酒,Chateau Meyre,,Chateau Meyre,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
547,Crus Bourgeois,Red,紅酒,Chateau Les Moines,,Chateau Les Moines,,"Medoc, Bordeaux",波爾多,France,法國,,
548,Crus Bourgeois,Red,紅酒,Chateau Mongravey,,Chateau Mongravey,,"Margaux, Bordeaux",波爾多,France,法國,,
549,Crus Bourgeois,Red,紅酒,Chateau Le Monteil d’Arsac,,Chateau Le Monteil d’Arsac,,"Haut Medoc, Bordeaux",波爾多,France,法國,,
550,Crus Bourgeois,Red,紅酒,Chateau Morin,,Chateau Morin,,"St. Estephe, Bordeaux",波爾多,France,法國,,
